Gene_Ensembl_ID,S1,S2,S3,S4,S5,S6,S7
ENSG00000230937,0.9411403930691102,-1.121109592455253,-1.31861541665034,0.6207580421591188,-0.6912734603680452,0.8949683637904661,0.6741316704549418
ENSG00000234787,0.4140479281972067,-1.2853754521049654,-1.289299931222186,1.1729779298425391,-0.3722692185712541,0.8735166731215405,0.486402070737119
ENSG00000139269,-0.46307363367456156,-0.31143693515886084,-0.26272424939886957,1.3920174756994181,1.371937102117965,-1.2563237363371889,-0.470396023247902
ENSG00000157103,0.710991521435033,-1.0346673030345015,-1.1191074864504005,1.3249530429936072,-0.9252383876872211,0.43211854541177763,0.6109500673317058
ENSG00000078401,0.8219635041531591,-0.9604202338741396,-0.95282113903457,0.6219105116999618,-1.2521590113195835,1.0304680110444224,0.6910583573307498
ENSG00000197408,0.4757996651740638,-1.2332727197996667,-1.0430477493913106,1.393442129468547,-0.7407198869728858,0.6623209456901288,0.48547761583112325
ENSG00000137872,0.6033373498732276,-1.0133121301246908,-0.9038590864758536,1.1031836605817795,-1.1967217867170665,0.9800156311614696,0.42735636170113406
ENSG00000255103,-0.4671567546258337,-0.820549076701699,-0.4450834765317095,1.0935408420697634,1.750967511142202,-0.6797265118214612,-0.43199253353126277
ENSG00000184779,-0.71767273068711,-0.3054425794694381,0.1473005198358489,-0.8807762744658973,-0.9298255130310475,1.5893727603492052,1.097043817468438
ENSG00000125144,-0.5765336042562399,-0.06290338456053995,-0.5792860526241073,1.375883732871691,1.4329086434480676,-1.0375592691803002,-0.5525100656985715
ENSG00000008226,0.8377925746222533,-0.9938833473183412,-1.0504808472978806,0.9833318921445123,-1.1411608792932173,0.6238684410603249,0.7405321660823501
ENSG00000212664,-0.3807135012100632,-0.09097669712681682,-0.33109707516462655,-0.48416057095610854,-0.4505361783477824,2.2453929341447196,-0.5079089113393223
ENSG00000145824,0.622360443373625,-1.0506840799830188,-1.0623672954935195,1.036767891589669,-1.0621238718899717,0.8761595461282549,0.6398873662749593
ENSG00000120738,-0.5670792365359449,0.6280358000654916,0.6249239970435617,-1.014500576106377,-1.481982523635641,1.025379940756551,0.7852225984123639
ENSG00000110148,0.7976444746144303,-0.847599255731125,-0.6870677295813712,0.3866627286042167,-1.5105895709545023,1.0023132591079926,0.8586360939403607
ENSG00000095596,0.713033584315674,-0.7849947702759302,-0.9010387970250573,0.365649728695237,-1.3627157341654634,1.2421531109644355,0.7279128774911023
ENSG00000215866,0.32964608019081665,-1.141623988077411,-1.2986471550875482,1.2044567608240435,-0.5411623871586451,0.958811914017633,0.4885187752911116
ENSG00000205358,-0.8571326392012378,-0.6291653474093805,-0.5958688372475776,1.3457671805695182,1.5301428055540607,-0.24361604334699316,-0.5501271189183886
ENSG00000174080,0.8647226448827104,-0.6052258704545949,-0.6661938405025628,-0.00743287237268403,-1.5549215069386368,1.191557389855246,0.7774940555305208
ENSG00000106366,0.9109323816708503,-1.3412446168721195,-1.3924668953102561,0.6762648910052006,0.002181408970427731,0.1720331597595295,0.9722996707763657
ENSG00000255666,-0.479636413947141,-0.9130306365756251,-0.6755142513663288,1.4678437677427418,1.4049164181114806,-0.28401982490036903,-0.520559059064758
ENSG00000257474,0.7845373726068311,-1.282779126489465,-1.2272816274197054,1.0558416025284525,-0.5707004729824602,0.5129902725797786,0.7273919791765682
ENSG00000179750,0.6560841923837594,-1.084277903365103,-1.1738972572151627,1.1060934011025352,-0.9015696295521107,0.6601006122881754,0.737466584357907
ENSG00000255964,0.6351574918218486,0.036757207703456966,0.6740793595150759,0.33807411310549396,-2.2106243877016083,0.2862549637072979,0.2403012518484363
ENSG00000151012,-0.7163387890285885,-0.29457923273990766,-0.13817956312359378,1.4642392521562513,1.3373860818119947,-1.0299377844940407,-0.6225899645821176
ENSG00000127084,0.7159193201739678,-1.0208993857216453,-1.031054034481133,0.5127971751277836,-1.1014969232284646,1.1260662543115447,0.7986675938179473
ENSG00000048540,-0.8170052158755756,0.15759619928330124,0.46065743355570826,0.2231795080810136,1.821304619573721,-0.8107575731054939,-1.0349749715126748
ENSG00000238266,0.9275090464624557,-1.0944612641716398,-1.2564684537012956,0.8796664336407745,-0.8010508882793339,0.525055080520872,0.8197500455281658
ENSG00000139318,-0.45635735881012507,-0.8081337531667705,-0.42589067596826014,1.039499819100708,1.7946515542750907,-0.541582790098023,-0.6021867953326203
ENSG00000126010,0.7769879306726498,-1.2298466263363117,-1.2161530808719663,1.0449625101236597,-0.6754606088424419,0.5717098366911414,0.7278000385632697
ENSG00000253507,0.8372445356717192,-1.2192320937281802,-1.4049610105396766,1.134517492578546,-0.2989240537928417,0.40655656388742206,0.5447985659230138
ENSG00000102908,-0.3767696832617065,-1.1475966960731698,-0.5146181980772236,1.5021419258002675,1.3107776704856329,-0.4199702800349485,-0.3539647388388512
ENSG00000143632,1.2748830635485304,-0.7239110445816681,-0.3170896374316652,-1.0784112320396901,-0.6867766176427216,0.07899451875672542,1.452310949390488
ENSG00000228278,0.6897965325768861,-0.9059416740793486,-1.209961864071417,0.9686189375305075,-1.020632483017432,1.028118419367268,0.45000213169353537
ENSG00000184261,0.6901918863606906,-1.0798182948554624,-0.8235291692433955,0.7210524335409405,-1.2400072095505135,1.1128239827124213,0.6192863710353221
ENSG00000228592,-0.4907013339376965,-0.22926254473640875,-0.08060774448427833,0.9424710190147224,1.737431560805479,-1.056479016678531,-0.8228519399832885
ENSG00000109436,0.6707866576504804,-1.3084709886029073,-1.0714812817679797,1.0434718906381943,-0.7327054488463952,0.9070767279972435,0.4913224429313637
ENSG00000092345,0.6523593223520815,-1.0246900864838089,-1.1576347151096242,1.444040934342983,-0.8196264857448065,0.5456901988576179,0.3598608317855579
ENSG00000164023,0.9275286252867424,-0.9973121009729807,-1.0839492212591177,1.2332354812932589,-1.0082364868402414,0.4376311310467415,0.491102571445597
ENSG00000198075,0.5773578065325118,-1.4799085670602043,-1.0731380224829863,1.4602107350694953,-0.08910731731101741,0.3338057301616407,0.27077963509056124
ENSG00000205609,-0.5662386526731613,-0.4374487505622198,-0.18264967919642228,2.2480388326192475,-0.25193221533012594,-0.33545966511289765,-0.47430986974442
ENSG00000187091,0.7166475238506858,-1.165542330676349,-1.0352377142719111,0.7573747809832833,-0.9977677730786213,0.8676971939594876,0.8568283192334264
ENSG00000148680,0.5671283034236799,-1.1928758783520539,-1.3119082703488094,1.1531569879023886,-0.5525014145852714,0.7209196028530898,0.6160806691069746
ENSG00000114450,-0.6015410552077632,-0.7717002091459547,-0.3762035746801292,1.3819199811294924,1.5094058056870416,-0.7457879024687813,-0.396093045313906
ENSG00000130513,1.2639679170788949,-1.067505290602777,-1.1659580880078784,0.2542279906976237,-0.7568607357926841,0.4341464629482043,1.0379817436786167
ENSG00000271860,0.5551420637306945,-1.0166207637331761,-1.1413913078268192,0.8725647204170031,-1.0111818717320984,1.0369943877993182,0.7044927713450772
ENSG00000159388,0.9879581842303868,-0.9463687331847687,-1.1850963316031211,0.27505868375386694,-0.9657305610072253,0.7877199889609011,1.0464587688499616
ENSG00000164300,-0.47838886329304287,-0.933114094274029,-0.26499971094592956,1.209013307663349,1.617033034655316,-0.7903907060631634,-0.3591529677424991
ENSG00000165617,-0.6822522267834261,-0.6967337569532821,-0.3050274325251853,0.926151047079582,1.8626057606791462,-0.45550252075398484,-0.64924087074285
ENSG00000157570,0.6505951851827121,-1.2902224397247943,-1.123154070899005,0.8277098891154694,-0.7377191740630912,0.7312063308470564,0.941584279541655
