Gene_Ensembl_ID,S1,S2,S3,S4,S5,S6,S7
ENSG00000230937,6.670089475822584,2.3919610948858203,1.982236145039614,6.005457720312707,3.2836542304136143,6.574305807378438,6.116181073741593
ENSG00000234787,4.559419999382147,1.3897145286280472,1.3823947264693282,5.974949882057349,3.0928085647338985,5.416405145819419,4.694372433306943
ENSG00000139269,2.7868648329014074,3.0578337607774744,3.144881450179535,6.101841048684974,6.065958196090726,1.3693575146857164,2.7737800053392094
ENSG00000157103,3.4077750737327492,0.3448792884919475,0.19672234151915663,4.485018880095214,0.5368809321708077,2.9184704908978145,3.2322444695692725
ENSG00000078401,4.594572560602782,1.485580405503944,1.4988354222200537,4.245622348102857,0.9767036967095334,4.958264655855595,4.366236167125937
ENSG00000197408,3.8677592313795373,0.8985125962289516,1.2289988051646326,5.462019850960941,1.7542462997065182,4.191810856942967,3.8845731607814034
ENSG00000137872,5.173919408951689,2.3770389157094174,2.56639788714695,6.038677300712904,2.0597314862744724,5.825590751563611,4.8694639292142625
ENSG00000255103,0.9692994172896335,0.38521087372945323,1.00578223835904,3.5488279730801255,4.635425959647888,0.6179630918256045,1.0274190124294138
ENSG00000184779,2.236285099726212,2.9101721770705726,3.650287190679961,1.9696540197410972,1.8894715102254798,6.00769322856543,5.202865848933098
ENSG00000125144,1.1016813264066645,1.9223737124650075,1.097283389268414,4.221307044571184,4.312423003350667,0.36504193395654605,1.140066792106362
ENSG00000008226,3.674501095388377,0.8416762242561306,0.7541439246471031,3.899588619587453,0.6139004203926486,3.3436512988547182,3.5240805428288304
ENSG00000212664,1.222930263368727,1.6682828507923482,1.2991953543293464,1.0639224344580571,1.1156062731614178,5.259501659728318,1.0274190124294138
ENSG00000145824,3.7806620892323304,1.210524523937017,1.19257672240049,4.417276438180641,1.192950670695962,4.170549267320817,3.8075870170055475
ENSG00000120738,3.7350589049397205,5.554515671702529,5.549778227279451,3.053899552957617,2.342199702547959,6.159436924781031,5.793818646846481
ENSG00000110148,5.942537759826616,3.446473207354817,3.6900219561425973,5.319021043726684,2.4406242902988624,6.2530488947723,6.035070565871914
ENSG00000095596,4.813976198211927,2.5555236125367897,2.3805736982308154,4.290254491247535,1.6845418312535145,5.611685640378582,4.836408469298162
ENSG00000215866,5.050528561557402,2.850205020890859,2.615372695912553,6.358831214984922,3.7482113246030133,5.991462809463174,5.288126905014347
ENSG00000205358,0.36825197481229777,0.7049643018560688,0.7541439246471031,3.621979817649306,3.8943063661235393,1.2744284663884202,0.8217053730485008
ENSG00000174080,6.865806981565585,4.723569970058026,4.634717986066416,5.594766663241037,3.3395261610974805,7.342121274223745,6.738683949281032
ENSG00000106366,4.40141112159885,1.141563396209434,1.067423207421498,4.06174852573531,3.0860661051017497,3.3319130539967388,4.490235409358359
ENSG00000255666,0.9048607332229711,0.2821856665346424,0.6234350955251827,3.702884538555182,3.612474261762558,1.1859110247827107,0.8460655083509536
ENSG00000257474,3.1374966656192647,0.1712335615893052,0.2508634508339018,3.5267741311334024,1.192950670695962,2.747870720985879,3.055502315856389
ENSG00000179750,4.939107715732121,2.4548976460500644,2.326974093924597,5.581455311373019,2.7156972432885684,4.944840793230759,5.055273747002755
ENSG00000255964,5.380556042708373,4.526923374826571,5.4360790406742945,4.956759323543033,1.3209784614472675,4.882838037203209,4.817283941233912
ENSG00000151012,3.670630485772632,4.265813392145251,4.486523056052049,6.747840608870291,6.568826671942689,3.2280826910075344,3.802927897819593
ENSG00000127084,4.016976920178158,1.5927961171458922,1.5786226720415042,3.7334673039929847,1.4803013573114439,4.589443304138564,4.132473589905904
ENSG00000048540,1.543881473956634,2.8822625604597505,3.2984444145937895,2.97232549154101,5.166966695441628,1.5524611115281044,1.2445523391565956
ENSG00000238266,4.045651817736832,1.2976266232345262,1.0774454285965158,3.980629742628534,1.696395636330268,3.49868353031029,3.8991984064555556
ENSG00000139318,4.353928750496699,3.876002683554836,4.395321015972635,6.386211613174731,7.4121664655356145,4.238140835695475,4.1558037763380185
ENSG00000126010,4.023061285832619,1.2976266232345262,1.3162235042439971,4.386991239589972,2.0505251934033866,3.7442779497298546,3.956260370098517
ENSG00000253507,6.198165969845596,3.4151638246898464,3.163819381230413,6.600461461533197,4.660604309025192,5.61532173411108,5.802402774914323
ENSG00000102908,3.464764394287132,2.426190763513982,3.2790342237700605,5.996315597465589,5.73848100404958,3.4065580783477,3.495490631867259
ENSG00000143632,5.1956301734852826,2.528768811746376,3.0715642339679845,2.0557822000610986,2.5783148695374076,3.600033638515064,5.432360695814857
ENSG00000228278,2.8046339074042614,0.6889424447094602,0.28586071252427836,3.1743074411379126,0.5368809321708077,3.2531941565350313,2.4867052116854325
ENSG00000184261,4.424578849168588,2.090358741503399,2.428342803249629,4.465276530191075,1.8791078743194944,4.981929506197622,4.331071432446771
ENSG00000228592,2.683098895439927,3.0263013826730103,3.2214472420213256,4.564488866949701,5.608069416065109,1.9403770195819265,2.2470698177384696
ENSG00000109436,3.803818041725353,1.210524523937017,1.5210368373192316,4.292123442849843,1.9649129406461132,4.113413666583969,3.56867766695553
ENSG00000092345,3.9923795646557387,1.8009149520758434,1.627191120487432,5.026900210241585,2.0688794032005577,3.8529909407061944,3.610160598456934
ENSG00000164023,3.248120395834429,0.736483905118902,0.6234350955251827,3.6470232684372395,0.7222291744242822,2.608875596793711,2.6786480299538584
ENSG00000198075,3.321541424897116,0.6563548503699193,1.1833256929580191,4.465276530191075,2.458136508908327,3.0060199482065264,2.9243697036954233
ENSG00000205609,1.222930263368727,1.3897145286280472,1.7196819811220678,4.867448932355784,1.6299603748861362,1.5217914570388043,1.3419789951842556
ENSG00000187091,6.242840533539787,3.8419941245479086,4.0082055030744765,6.2947906005320755,4.05600066759663,6.435513476276083,6.4216495725933145
ENSG00000148680,5.158110489919903,2.917066026518407,2.7654999758169683,5.904311182136678,3.732466161011449,5.353935672424791,5.220442403230624
ENSG00000114450,2.7616146170915954,2.54666036128235,3.046273122447953,5.267229984381081,5.428276980148056,2.579394189990243,3.021147666311304
ENSG00000130513,4.317262439910129,1.3797680481697467,1.2557243579931776,3.0450602284119697,1.7711586224095888,3.271745013579245,4.032535549295642
ENSG00000271860,2.2151820353820804,0.23882330338303728,0.08193490393308184,2.6143141616256886,0.24566224976280013,2.821070552127109,2.402977910158045
ENSG00000159388,6.128624403430381,3.7172116216259434,3.419603819649656,5.2398940900000595,3.69307435782125,5.878999100111161,6.201553677290244
ENSG00000164300,2.287730524578256,1.7243802794526653,2.552094195409873,4.378220257428567,4.8837079619949595,1.9011975094099534,2.4354495566655188
ENSG00000165617,2.052190339360737,2.034396288173682,2.515701944786901,4.028501533610013,5.179161920509941,2.3308070206377023,2.092752749012917
ENSG00000157570,6.46999824881557,4.0863291991634165,4.2915188547163865,6.6875265897502,4.764901424233924,6.569003065399641,6.827384583888026
